loan_id,age,annual_income,home_ownership,employment_length,loan_purpose,loan_grade,loan_amount,interest_rate,default_flag,loan_to_income_ratio,previous_default_flag,credit_history_length,default_status,previous_default_status
14136,22,88000,Mortgage,6.0,Debtconsolidation,F,25000,18.09,1,0.28,N,2,Default,No Previous Default
14137,23,100000,Own,0.0,Venture,C,1000,14.26,0,0.01,N,3,Non-Default,No Previous Default
14138,23,100000,Mortgage,7.0,Education,D,15000,16.0,0,0.15,Y,2,Non-Default,Previous Default
14139,25,100000,Mortgage,9.0,Homeimprovement,B,25000,11.48,0,0.25,N,3,Non-Default,No Previous Default
14140,24,100000,Mortgage,0.0,Homeimprovement,C,10000,12.87,0,0.1,Y,4,Non-Default,Previous Default
14141,22,100000,Mortgage,6.0,Debtconsolidation,A,15000,8.94,0,0.15,N,3,Non-Default,No Previous Default
14142,23,24000,Rent,1.0,Venture,B,14075,10.99,1,0.59,N,3,Default,No Previous Default
14143,26,100000,Mortgage,0.0,Education,C,10000,14.26,0,0.1,N,2,Non-Default,No Previous Default
14144,23,100000,Mortgage,0.0,Personal,A,7000,8.59,0,0.07,N,3,Non-Default,No Previous Default
14145,24,100000,Mortgage,8.0,Debtconsolidation,B,13000,11.48,0,0.13,N,4,Non-Default,No Previous Default
14146,21,27996,Rent,2.0,Venture,B,14075,10.99,1,0.5,N,2,Default,No Previous Default
14147,22,46000,Rent,7.0,Personal,C,14100,14.26,1,0.31,N,2,Default,No Previous Default
14148,23,100000,Mortgage,4.0,Debtconsolidation,C,10000,13.57,0,0.1,N,3,Non-Default,No Previous Default
14149,25,100000,Mortgage,9.0,Medical,A,12000,8.94,0,0.12,N,4,Non-Default,No Previous Default
14150,23,100000,Mortgage,4.0,Education,C,10000,12.87,0,0.1,Y,3,Non-Default,Previous Default
14151,24,100000,Mortgage,5.0,Venture,B,12000,12.18,0,0.12,N,3,Non-Default,No Previous Default
14152,23,100000,Mortgage,1.0,Venture,B,25000,11.58,0,0.25,N,3,Non-Default,No Previous Default
14153,24,100000,Mortgage,3.0,Education,B,15000,12.21,0,0.15,N,2,Non-Default,No Previous Default
14154,24,88000,Mortgage,2.0,Education,G,25000,18.84,1,0.28,N,2,Default,No Previous Default
14155,23,32000,Rent,5.0,Medical,A,14125,7.9,1,0.44,N,2,Default,No Previous Default
14156,23,100000,Other,1.0,Education,B,15000,10.99,0,0.15,N,2,Non-Default,No Previous Default
14157,26,30000,Own,3.0,Personal,A,6000,7.9,0,0.2,N,2,Non-Default,No Previous Default
14158,22,100000,Mortgage,0.0,Medical,C,24000,13.47,0,0.24,N,4,Non-Default,No Previous Default
14159,23,100000,Mortgage,2.0,Personal,C,6850,13.47,0,0.07,N,4,Non-Default,No Previous Default
14160,25,33000,Rent,1.0,Medical,B,14125,9.91,1,0.43,N,3,Default,No Previous Default
14161,23,30000,Own,4.0,Education,A,14125,6.62,0,0.47,N,4,Non-Default,No Previous Default
14162,24,88000,Mortgage,0.0,Education,B,15000,10.2,1,0.17,N,4,Default,No Previous Default
14163,26,30000,Own,3.0,Venture,A,1925,6.03,0,0.06,N,3,Non-Default,No Previous Default
14164,24,100000,Other,1.0,Medical,B,25000,10.99,0,0.25,N,3,Non-Default,No Previous Default
14165,25,100000,Own,4.0,Medical,C,15000,11.28,0,0.15,N,4,Non-Default,No Previous Default
14166,26,100000,Mortgage,7.0,Debtconsolidation,A,7500,8.32,0,0.07,N,3,Non-Default,No Previous Default
14167,24,100000,Mortgage,1.0,Debtconsolidation,A,6000,7.49,0,0.06,N,3,Non-Default,No Previous Default
14168,24,88000,Mortgage,0.0,Homeimprovement,C,6400,11.66,1,0.07,Y,3,Default,Previous Default
14169,22,40000,Rent,4.0,Debtconsolidation,B,14125,11.49,1,0.35,N,3,Default,No Previous Default
14170,26,100000,Mortgage,9.0,Education,B,12800,9.45,0,0.13,N,3,Non-Default,No Previous Default
14171,26,92000,Rent,10.0,Personal,B,14200,10.99,0,0.15,N,3,Non-Default,No Previous Default
14172,23,100000,Mortgage,5.0,Debtconsolidation,C,15000,11.34,0,0.15,Y,2,Non-Default,Previous Default
14173,21,78000,Rent,1.0,Education,B,14275,9.91,0,0.18,N,4,Non-Default,No Previous Default
14174,26,135000,Rent,10.0,Personal,B,14275,9.45,0,0.11,N,2,Non-Default,No Previous Default
14175,22,74867,Mortgage,4.0,Medical,D,17000,16.02,1,0.19,Y,4,Default,Previous Default
14176,23,100080,Mortgage,7.0,Personal,B,20600,12.53,0,0.21,N,4,Non-Default,No Previous Default
14177,24,88128,Mortgage,0.0,Education,B,1950,9.99,1,0.02,N,2,Default,No Previous Default
14178,24,74909,Mortgage,8.0,Medical,B,14000,9.99,1,0.16,N,2,Default,No Previous Default
14179,24,100400,Mortgage,6.0,Homeimprovement,E,10000,16.4,0,0.1,Y,4,Non-Default,Previous Default
14180,25,100505,Own,9.0,Homeimprovement,B,35000,11.99,0,0.35,N,3,Non-Default,No Previous Default
14181,23,100800,Mortgage,4.0,Debtconsolidation,A,20000,7.9,0,0.2,N,4,Non-Default,No Previous Default
14182,24,35000,Rent,4.0,Personal,D,14400,15.7,1,0.41,N,4,Default,No Previous Default
14183,26,100800,Mortgage,7.0,Education,B,8000,11.99,0,0.08,N,3,Non-Default,No Previous Default
14184,24,100800,Mortgage,4.0,Education,B,21000,11.49,0,0.21,N,4,Non-Default,No Previous Default
14185,24,100800,Mortgage,8.0,Medical,B,10800,10.75,0,0.11,N,4,Non-Default,No Previous Default
14186,25,75500,Mortgage,10.0,Medical,D,6000,14.74,1,0.07,Y,4,Default,Previous Default
14187,22,30000,Own,3.0,Education,A,15000,6.62,0,0.5,N,4,Non-Default,No Previous Default
14188,24,100860,Mortgage,8.0,Homeimprovement,A,6000,5.99,0,0.06,N,4,Non-Default,No Previous Default
14189,23,36000,Rent,3.0,Personal,C,14400,13.57,1,0.4,N,2,Default,No Previous Default
14190,24,100995,Mortgage,6.0,Debtconsolidation,A,16000,7.51,0,0.16,N,2,Non-Default,No Previous Default
14191,25,101000,Mortgage,9.0,Education,B,17000,11.71,0,0.17,N,3,Non-Default,No Previous Default
14192,23,101000,Mortgage,7.0,Personal,E,20000,17.43,0,0.2,Y,3,Non-Default,Previous Default
14193,22,30000,Own,3.0,Medical,B,7200,10.99,0,0.24,N,2,Non-Default,No Previous Default
14194,24,34320,Rent,5.0,Medical,E,14400,16.82,1,0.42,Y,3,Default,Previous Default
14195,21,36500,Rent,1.0,Personal,D,14400,15.05,1,0.39,N,4,Default,No Previous Default
14196,26,101000,Mortgage,6.0,Personal,A,16000,7.88,0,0.16,N,3,Non-Default,No Previous Default
14197,22,101000,Mortgage,7.0,Education,D,25000,15.31,0,0.25,Y,3,Non-Default,Previous Default
14198,22,42996,Rent,2.0,Debtconsolidation,C,14400,13.48,1,0.33,Y,4,Default,Previous Default
14199,24,101000,Own,5.0,Medical,B,24250,12.53,0,0.24,N,4,Non-Default,No Previous Default
14200,24,89000,Mortgage,1.0,Venture,D,25000,15.65,1,0.28,Y,4,Default,Previous Default
14201,26,43000,Rent,7.0,Medical,B,14400,9.62,1,0.33,N,4,Default,No Previous Default
14202,21,101004,Mortgage,2.0,Debtconsolidation,B,14000,10.25,0,0.14,N,2,Non-Default,No Previous Default
14203,22,43000,Rent,2.0,Debtconsolidation,A,14400,7.88,1,0.33,N,2,Default,No Previous Default
14204,22,30000,Own,6.0,Venture,A,6000,7.49,0,0.2,N,3,Non-Default,No Previous Default
14205,23,101138,Mortgage,2.0,Education,C,20500,13.48,0,0.2,N,4,Non-Default,No Previous Default
14206,26,101400,Mortgage,10.0,Debtconsolidation,A,5600,6.62,0,0.06,N,3,Non-Default,No Previous Default
14207,24,101400,Mortgage,8.0,Personal,A,9900,8.0,0,0.1,N,4,Non-Default,No Previous Default
14208,24,101400,Mortgage,0.0,Personal,A,6400,7.49,0,0.06,N,3,Non-Default,No Previous Default
14209,23,45000,Rent,4.0,Education,B,14400,10.99,1,0.32,N,3,Default,No Previous Default
14210,22,48000,Rent,0.0,Debtconsolidation,C,14400,13.49,0,0.3,Y,2,Non-Default,Previous Default
14211,24,101900,Mortgage,0.0,Venture,A,13600,6.62,0,0.13,N,3,Non-Default,No Previous Default
14212,23,102000,Own,0.0,Medical,D,30000,16.77,0,0.29,Y,2,Non-Default,Previous Default
14213,24,50000,Rent,4.0,Debtconsolidation,A,14400,7.49,0,0.29,N,2,Non-Default,No Previous Default
14214,25,102000,Mortgage,5.0,Education,B,6975,9.91,0,0.07,N,3,Non-Default,No Previous Default
14215,23,51000,Rent,3.0,Debtconsolidation,A,14400,7.51,0,0.28,N,4,Non-Default,No Previous Default
14216,23,102000,Mortgage,7.0,Debtconsolidation,B,25000,11.71,0,0.25,N,4,Non-Default,No Previous Default
14217,24,45871,Rent,5.0,Homeimprovement,D,14400,15.31,1,0.31,Y,3,Default,Previous Default
14218,23,102000,Mortgage,5.0,Personal,A,35000,7.9,0,0.34,N,3,Non-Default,No Previous Default
14219,25,102000,Own,9.0,Medical,B,8000,12.42,0,0.08,N,4,Non-Default,No Previous Default
14220,24,102000,Mortgage,5.0,Medical,C,12000,15.27,0,0.12,N,3,Non-Default,No Previous Default
14221,24,102000,Own,5.0,Personal,A,23800,8.9,0,0.23,N,2,Non-Default,No Previous Default
14222,21,56400,Rent,5.0,Personal,E,14400,18.79,0,0.26,N,3,Non-Default,No Previous Default
14223,26,102000,Mortgage,5.0,Personal,A,13000,5.42,0,0.13,N,3,Non-Default,No Previous Default
14224,24,57000,Rent,8.0,Medical,A,14400,7.49,0,0.25,N,4,Non-Default,No Previous Default
14225,25,102000,Mortgage,3.0,Debtconsolidation,A,11200,7.91,0,0.11,N,4,Non-Default,No Previous Default
14226,22,102000,Mortgage,3.0,Medical,A,18000,8.49,0,0.18,N,3,Non-Default,No Previous Default
14227,22,102000,Mortgage,6.0,Personal,A,10000,7.49,0,0.1,N,4,Non-Default,No Previous Default
14228,23,90000,Mortgage,6.0,Personal,B,15000,9.99,1,0.17,N,3,Default,No Previous Default
14229,24,102000,Mortgage,6.0,Venture,B,9800,10.36,0,0.1,N,2,Non-Default,No Previous Default
14230,23,102000,Mortgage,7.0,Debtconsolidation,C,6000,13.48,0,0.06,Y,3,Non-Default,Previous Default
14231,23,58977,Rent,7.0,Debtconsolidation,C,14400,13.48,0,0.24,N,4,Non-Default,No Previous Default
14232,23,102000,Mortgage,7.0,Education,B,10000,11.49,0,0.1,N,2,Non-Default,No Previous Default
14233,23,59000,Rent,4.0,Personal,A,14400,8.9,0,0.24,N,3,Non-Default,No Previous Default
14234,26,102000,Mortgage,6.0,Debtconsolidation,C,6000,13.61,0,0.06,N,2,Non-Default,No Previous Default
14235,25,102000,Mortgage,9.0,Debtconsolidation,C,14400,13.48,0,0.14,Y,2,Non-Default,Previous Default
14236,23,102000,Mortgage,4.0,Education,B,20000,10.99,0,0.2,N,3,Non-Default,No Previous Default
14237,24,102000,Mortgage,7.0,Medical,B,7200,10.99,0,0.07,N,3,Non-Default,No Previous Default
14238,22,54000,Rent,0.0,Debtconsolidation,D,14400,15.31,1,0.27,N,4,Default,No Previous Default
14239,24,102000,Mortgage,8.0,Venture,B,20000,10.25,0,0.2,N,3,Non-Default,No Previous Default
14240,23,102000,Mortgage,2.0,Personal,A,6000,7.51,0,0.06,N,2,Non-Default,No Previous Default
14241,26,102000,Mortgage,3.0,Debtconsolidation,B,20000,11.36,0,0.2,N,4,Non-Default,No Previous Default
14242,23,60996,Rent,7.0,Personal,C,14400,12.84,0,0.24,N,3,Non-Default,No Previous Default
14243,25,61000,Rent,1.0,Personal,B,14400,12.53,0,0.24,N,2,Non-Default,No Previous Default
14244,24,102000,Own,8.0,Medical,B,24250,11.83,0,0.24,N,3,Non-Default,No Previous Default
14245,22,102000,Own,1.0,Medical,C,7000,12.87,0,0.07,N,3,Non-Default,No Previous Default
14246,25,62000,Rent,0.0,Debtconsolidation,C,14400,13.47,0,0.23,Y,3,Non-Default,Previous Default
14247,25,64000,Rent,9.0,Medical,B,14400,9.62,0,0.23,N,2,Non-Default,No Previous Default
14248,21,102000,Mortgage,0.0,Education,D,18000,14.96,0,0.18,N,3,Non-Default,No Previous Default
14249,23,102000,Own,7.0,Education,A,15000,8.94,0,0.15,N,3,Non-Default,No Previous Default
14250,24,70000,Rent,4.0,Education,C,14400,12.68,0,0.21,Y,4,Non-Default,Previous Default
14251,24,90000,Mortgage,5.0,Venture,C,19200,12.84,1,0.21,Y,4,Default,Previous Default
14252,24,70000,Rent,5.0,Homeimprovement,C,14400,12.23,0,0.21,N,4,Non-Default,No Previous Default
14253,23,72000,Rent,3.0,Debtconsolidation,B,14400,11.14,0,0.2,N,3,Non-Default,No Previous Default
14254,25,102211,Mortgage,3.0,Debtconsolidation,B,15000,11.58,0,0.15,N,2,Non-Default,No Previous Default
14255,24,72000,Rent,6.0,Personal,B,14400,10.0,0,0.2,N,4,Non-Default,No Previous Default
14256,23,68000,Rent,1.0,Personal,E,14400,17.99,1,0.21,Y,3,Default,Previous Default
14257,26,102456,Mortgage,10.0,Venture,D,25000,15.31,0,0.24,Y,2,Non-Default,Previous Default
14258,26,102500,Mortgage,4.0,Education,A,11800,6.03,0,0.12,N,2,Non-Default,No Previous Default
14259,24,102960,Mortgage,2.0,Debtconsolidation,A,16000,7.88,0,0.16,N,2,Non-Default,No Previous Default
14260,24,102996,Mortgage,3.0,Venture,A,20000,6.91,0,0.19,N,4,Non-Default,No Previous Default
14261,24,102996,Mortgage,1.0,Venture,C,5000,14.22,0,0.05,Y,4,Non-Default,Previous Default
14262,22,102996,Mortgage,6.0,Medical,A,8000,7.74,0,0.08,N,3,Non-Default,No Previous Default
14263,24,103000,Mortgage,8.0,Venture,C,21000,13.49,0,0.2,Y,2,Non-Default,Previous Default
14264,24,103000,Own,8.0,Education,D,24000,16.77,0,0.23,N,3,Non-Default,No Previous Default
14265,23,103000,Mortgage,6.0,Debtconsolidation,C,4000,13.49,0,0.04,N,2,Non-Default,No Previous Default
14266,22,103000,Mortgage,7.0,Venture,D,15000,15.99,0,0.15,Y,2,Non-Default,Previous Default
14267,25,103000,Mortgage,4.0,Personal,A,29175,7.49,0,0.28,N,2,Non-Default,No Previous Default
14268,22,103000,Mortgage,4.0,Medical,A,2500,7.49,0,0.02,N,3,Non-Default,No Previous Default
14269,24,103000,Mortgage,8.0,Personal,B,8000,10.74,0,0.08,N,3,Non-Default,No Previous Default
14270,23,103000,Mortgage,7.0,Debtconsolidation,B,21850,10.0,0,0.21,N,3,Non-Default,No Previous Default
14271,24,103000,Mortgage,8.0,Homeimprovement,B,6400,10.37,0,0.06,N,3,Non-Default,No Previous Default
14272,23,103000,Mortgage,7.0,Education,C,17000,14.35,0,0.17,N,4,Non-Default,No Previous Default
14273,22,103000,Mortgage,2.0,Medical,B,6000,10.99,0,0.06,N,4,Non-Default,No Previous Default
14274,22,76000,Rent,0.0,Education,C,14400,14.35,0,0.19,N,2,Non-Default,No Previous Default
14275,23,78000,Rent,6.0,Venture,C,14400,14.27,0,0.18,Y,4,Non-Default,Previous Default
14276,22,80000,Rent,1.0,Personal,B,14400,11.71,0,0.18,N,2,Non-Default,No Previous Default
14277,23,80000,Rent,1.0,Medical,C,14400,12.68,0,0.18,N,4,Non-Default,No Previous Default
14278,26,91000,Mortgage,10.0,Debtconsolidation,D,5000,14.96,1,0.05,N,2,Default,No Previous Default
14279,24,77350,Mortgage,2.0,Medical,D,25000,15.7,1,0.27,Y,3,Default,Previous Default
14280,21,80400,Rent,5.0,Venture,A,14400,7.49,0,0.18,N,4,Non-Default,No Previous Default
14281,23,30000,Own,1.0,Debtconsolidation,D,4000,15.65,0,0.13,Y,4,Non-Default,Previous Default
14282,26,81380,Rent,9.0,Medical,B,14400,10.37,0,0.18,N,4,Non-Default,No Previous Default
14283,21,30000,Own,6.0,Debtconsolidation,D,4000,15.31,0,0.13,Y,3,Non-Default,Previous Default
14284,23,103000,Mortgage,1.0,Personal,E,20000,17.04,0,0.19,N,2,Non-Default,No Previous Default
14285,23,82000,Rent,3.0,Venture,A,14400,7.66,0,0.18,N,2,Non-Default,No Previous Default
14286,26,103200,Mortgage,8.0,Personal,A,9000,6.76,0,0.09,N,2,Non-Default,No Previous Default
14287,23,103240,Mortgage,0.0,Venture,A,4000,7.49,0,0.04,N,4,Non-Default,No Previous Default
14288,25,103500,Mortgage,0.0,Personal,A,7500,6.54,0,0.07,N,3,Non-Default,No Previous Default
14289,25,85000,Rent,5.0,Education,A,14400,8.49,0,0.17,N,2,Non-Default,No Previous Default
14290,26,88068,Rent,10.0,Debtconsolidation,B,14400,10.99,0,0.16,N,2,Non-Default,No Previous Default
14291,25,30000,Own,0.0,Personal,A,3425,6.17,0,0.11,N,2,Non-Default,No Previous Default
14292,26,94500,Rent,6.0,Homeimprovement,B,14400,10.37,0,0.15,N,3,Non-Default,No Previous Default
14293,22,104000,Mortgage,6.0,Personal,A,13600,6.03,0,0.13,N,2,Non-Default,No Previous Default
14294,23,104000,Mortgage,7.0,Personal,B,9000,10.65,0,0.09,N,2,Non-Default,No Previous Default
14295,26,78200,Mortgage,3.0,Medical,C,15000,14.27,1,0.16,Y,4,Default,Previous Default
14296,25,104000,Mortgage,9.0,Homeimprovement,B,14000,10.99,0,0.13,N,3,Non-Default,No Previous Default
14297,23,104000,Mortgage,7.0,Education,B,5000,10.99,0,0.05,N,4,Non-Default,No Previous Default
14298,25,104000,Own,2.0,Homeimprovement,A,10000,6.92,0,0.1,N,2,Non-Default,No Previous Default
14299,25,100000,Rent,1.0,Medical,B,14400,11.71,0,0.14,N,3,Non-Default,No Previous Default
14300,25,30000,Own,9.0,Debtconsolidation,E,1200,16.69,1,0.04,Y,3,Default,Previous Default
14301,22,100000,Rent,2.0,Medical,B,14400,10.74,0,0.14,N,3,Non-Default,No Previous Default
14302,22,30000,Own,5.0,Personal,B,3000,10.36,0,0.1,N,2,Non-Default,No Previous Default
14303,26,30000,Own,3.0,Personal,B,7000,9.99,0,0.23,N,2,Non-Default,No Previous Default
14304,24,104000,Mortgage,9.0,Personal,B,14000,9.99,0,0.13,N,3,Non-Default,No Previous Default
14305,24,104000,Mortgage,2.0,Venture,A,19000,7.49,0,0.18,N,4,Non-Default,No Previous Default
14306,25,113000,Rent,8.0,Debtconsolidation,B,14400,11.71,1,0.13,N,4,Default,No Previous Default
14307,26,130000,Rent,3.0,Venture,D,14400,14.46,0,0.11,Y,2,Non-Default,Previous Default
14308,25,104000,Mortgage,4.0,Venture,C,11000,13.11,0,0.11,N,3,Non-Default,No Previous Default
14309,24,135000,Rent,6.0,Medical,B,14400,12.69,0,0.11,N,4,Non-Default,No Previous Default
14310,26,28000,Rent,10.0,Personal,B,14500,12.53,1,0.52,N,3,Default,No Previous Default
14311,24,104000,Mortgage,8.0,Education,C,25000,12.84,0,0.24,N,2,Non-Default,No Previous Default
14312,21,104000,Mortgage,5.0,Education,A,15000,9.63,0,0.14,N,4,Non-Default,No Previous Default
14313,26,104004,Mortgage,10.0,Debtconsolidation,C,15000,14.22,0,0.14,N,2,Non-Default,No Previous Default
14314,25,92085,Mortgage,4.0,Homeimprovement,C,2500,15.27,1,0.03,Y,3,Default,Previous Default
14315,26,30000,Rent,4.0,Venture,A,14500,7.66,1,0.48,N,2,Default,No Previous Default
14316,24,104606,Mortgage,8.0,Venture,D,5000,15.28,0,0.05,N,2,Non-Default,No Previous Default
14317,26,104676,Mortgage,4.0,Medical,A,16000,5.99,0,0.15,N,4,Non-Default,No Previous Default
14318,21,104740,Mortgage,5.0,Medical,B,19200,11.99,0,0.18,N,3,Non-Default,No Previous Default
14319,25,105000,Mortgage,9.0,Debtconsolidation,B,12000,10.99,0,0.11,N,2,Non-Default,No Previous Default
14320,25,30000,Rent,0.0,Venture,D,14500,14.42,1,0.48,N,4,Default,No Previous Default
14321,25,105000,Mortgage,2.0,Debtconsolidation,B,9600,11.71,0,0.09,N,3,Non-Default,No Previous Default
14322,24,105000,Mortgage,8.0,Education,B,13000,9.91,0,0.12,N,3,Non-Default,No Previous Default
14323,25,30600,Rent,0.0,Medical,E,14500,17.04,1,0.47,N,3,Default,No Previous Default
14324,24,105000,Mortgage,5.0,Personal,D,12000,16.29,0,0.11,N,2,Non-Default,No Previous Default
14325,22,105000,Mortgage,6.0,Medical,A,12000,6.62,0,0.11,N,4,Non-Default,No Previous Default
14326,26,105000,Own,10.0,Homeimprovement,B,4800,11.71,0,0.05,N,4,Non-Default,No Previous Default
14327,26,105000,Mortgage,2.0,Homeimprovement,B,7200,10.65,0,0.07,N,4,Non-Default,No Previous Default
14328,24,105000,Mortgage,8.0,Education,C,3000,13.48,0,0.03,Y,3,Non-Default,Previous Default
14329,23,105000,Mortgage,4.0,Venture,A,7200,7.51,0,0.07,N,3,Non-Default,No Previous Default
14330,26,35000,Rent,4.0,Medical,B,14500,11.49,1,0.41,N,3,Default,No Previous Default
14331,26,105000,Mortgage,0.0,Personal,B,5300,12.69,0,0.05,N,4,Non-Default,No Previous Default
14332,21,30000,Rent,1.0,Venture,D,14500,14.59,1,0.48,Y,2,Default,Previous Default
14333,24,105000,Mortgage,8.0,Personal,A,11000,5.42,0,0.1,N,3,Non-Default,No Previous Default
14334,26,36000,Rent,2.0,Debtconsolidation,B,14500,9.88,1,0.4,N,3,Default,No Previous Default
14335,26,105000,Mortgage,6.0,Debtconsolidation,B,12000,11.99,0,0.11,N,2,Non-Default,No Previous Default
14336,26,37000,Rent,5.0,Venture,D,14500,15.33,1,0.39,N,4,Default,No Previous Default
14337,26,105000,Mortgage,9.0,Venture,B,12000,10.99,0,0.11,N,2,Non-Default,No Previous Default
14338,23,105000,Mortgage,5.0,Education,B,20000,11.49,0,0.19,N,4,Non-Default,No Previous Default
14339,25,105000,Mortgage,3.0,Venture,A,16000,8.49,0,0.15,N,4,Non-Default,No Previous Default
14340,26,105000,Own,0.0,Education,A,10000,7.49,0,0.1,N,2,Non-Default,No Previous Default
14341,22,105000,Mortgage,6.0,Debtconsolidation,B,3650,11.99,0,0.03,N,3,Non-Default,No Previous Default
14342,26,105000,Mortgage,2.0,Debtconsolidation,B,6000,10.99,0,0.06,N,4,Non-Default,No Previous Default
14343,23,105000,Own,0.0,Venture,C,5000,13.48,0,0.05,Y,3,Non-Default,Previous Default
14344,24,105000,Mortgage,8.0,Homeimprovement,C,5600,15.23,0,0.05,N,4,Non-Default,No Previous Default
14345,23,105000,Mortgage,4.0,Venture,B,19000,11.99,0,0.18,N,3,Non-Default,No Previous Default
14346,22,31000,Rent,5.0,Personal,B,14500,11.58,1,0.47,N,3,Default,No Previous Default
14347,24,105000,Mortgage,8.0,Medical,B,6000,9.99,0,0.06,N,2,Non-Default,No Previous Default
14348,25,36000,Rent,0.0,Venture,D,14500,14.54,1,0.4,Y,2,Default,Previous Default
14349,25,105000,Mortgage,9.0,Venture,C,4800,15.23,0,0.05,Y,2,Non-Default,Previous Default
14350,24,43000,Rent,3.0,Personal,B,14500,10.75,1,0.34,N,2,Default,No Previous Default
14351,25,37200,Rent,3.0,Education,C,14500,13.85,1,0.39,Y,3,Default,Previous Default
14352,26,105000,Mortgage,11.0,Personal,A,5000,8.49,0,0.05,N,3,Non-Default,No Previous Default
14353,26,105000,Own,10.0,Venture,D,10000,15.65,0,0.1,Y,4,Non-Default,Previous Default
14354,23,45000,Rent,2.0,Personal,B,14500,10.36,1,0.32,N,4,Default,No Previous Default
14355,24,105000,Mortgage,2.0,Medical,B,9850,9.63,0,0.09,N,2,Non-Default,No Previous Default
14356,24,105000,Mortgage,6.0,Education,B,25000,10.74,0,0.24,N,3,Non-Default,No Previous Default
14357,25,45000,Rent,0.0,Personal,C,14500,13.16,1,0.32,N,2,Default,No Previous Default
14358,23,45504,Rent,2.0,Personal,C,14500,13.48,1,0.32,N,3,Default,No Previous Default
14359,22,105000,Mortgage,2.0,Venture,E,15000,15.95,0,0.14,N,3,Non-Default,No Previous Default
14360,24,45600,Rent,0.0,Venture,C,14500,13.48,1,0.32,N,3,Default,No Previous Default
14361,24,55000,Rent,3.0,Education,A,14500,6.62,0,0.26,N,2,Non-Default,No Previous Default
14362,24,49500,Rent,3.0,Education,B,14500,11.49,1,0.29,N,3,Default,No Previous Default
14363,23,105000,Mortgage,5.0,Education,E,15000,16.82,0,0.14,Y,4,Non-Default,Previous Default
14364,22,51996,Rent,3.0,Homeimprovement,C,14500,13.16,1,0.28,Y,2,Default,Previous Default
14365,23,105000,Mortgage,8.0,Venture,A,10000,7.49,0,0.1,N,3,Non-Default,No Previous Default
14366,26,59000,Rent,3.0,Venture,C,14500,11.97,1,0.25,N,2,Default,No Previous Default
14367,22,105000,Mortgage,6.0,Personal,C,6000,14.22,0,0.06,Y,3,Non-Default,Previous Default
14368,23,105000,Mortgage,7.0,Venture,B,12000,11.36,0,0.11,N,2,Non-Default,No Previous Default
14369,24,105000,Mortgage,8.0,Homeimprovement,A,10000,7.51,0,0.1,N,3,Non-Default,No Previous Default
14370,22,105000,Mortgage,3.0,Personal,C,16000,12.73,0,0.15,Y,4,Non-Default,Previous Default
14371,23,105000,Mortgage,7.0,Debtconsolidation,B,12000,10.25,0,0.11,N,3,Non-Default,No Previous Default
14372,25,105000,Mortgage,9.0,Debtconsolidation,C,12000,13.48,0,0.11,N,3,Non-Default,No Previous Default
14373,24,105000,Mortgage,0.0,Venture,A,18000,8.94,0,0.17,N,3,Non-Default,No Previous Default
14374,23,105000,Mortgage,3.0,Medical,B,20000,11.48,0,0.19,N,2,Non-Default,No Previous Default
14375,22,105000,Mortgage,6.0,Education,A,7500,7.49,0,0.07,N,2,Non-Default,No Previous Default
14376,26,105000,Mortgage,0.0,Medical,A,15000,8.94,0,0.14,N,4,Non-Default,No Previous Default
14377,26,93000,Mortgage,7.0,Debtconsolidation,D,25000,16.0,1,0.27,Y,2,Default,Previous Default
14378,26,100000,Rent,11.0,Personal,A,14500,8.94,0,0.14,N,3,Non-Default,No Previous Default
14379,22,105000,Mortgage,6.0,Medical,B,12800,11.83,0,0.12,N,2,Non-Default,No Previous Default
14380,25,105000,Mortgage,0.0,Education,B,5000,11.48,0,0.05,N,2,Non-Default,No Previous Default
14381,25,162000,Rent,5.0,Education,A,14500,7.9,0,0.09,N,4,Non-Default,No Previous Default
14382,26,105000,Mortgage,1.0,Venture,B,20000,10.99,0,0.19,N,4,Non-Default,No Previous Default
14383,26,30000,Own,3.0,Personal,B,12000,11.36,0,0.4,N,3,Non-Default,No Previous Default
14384,25,105000,Mortgage,3.0,Venture,C,12000,12.84,0,0.11,Y,2,Non-Default,Previous Default
14385,25,105000,Mortgage,1.0,Personal,C,15000,12.53,0,0.14,Y,3,Non-Default,Previous Default
14386,25,30000,Own,3.0,Homeimprovement,B,11500,11.36,0,0.38,N,4,Non-Default,No Previous Default
14387,23,30000,Own,5.0,Personal,B,3000,12.18,0,0.1,N,2,Non-Default,No Previous Default
14388,26,105000,Mortgage,3.0,Venture,B,25000,11.58,0,0.24,N,3,Non-Default,No Previous Default
14389,25,30000,Own,4.0,Debtconsolidation,D,10000,14.61,0,0.33,Y,2,Non-Default,Previous Default
14390,26,105000,Mortgage,10.0,Debtconsolidation,A,9500,9.32,0,0.09,N,3,Non-Default,No Previous Default
14391,26,105000,Mortgage,0.0,Medical,A,5000,7.68,0,0.05,N,2,Non-Default,No Previous Default
14392,24,60000,Rent,1.0,Venture,B,14525,10.99,0,0.24,N,4,Non-Default,No Previous Default
14393,22,30000,Own,0.0,Education,B,2500,12.53,0,0.08,N,2,Non-Default,No Previous Default
14394,24,48000,Rent,2.0,Debtconsolidation,B,14550,9.62,0,0.3,N,3,Non-Default,No Previous Default
14395,25,105000,Mortgage,6.0,Personal,D,6500,13.87,0,0.06,N,4,Non-Default,No Previous Default
